ID,Age,Gender,Department,Work_Mode,Current_Experience,Companies_Count,Education_Years,Total_Experience,Seniority,Monthly_Hours,Job_Satisfaction,Performance_Review,Salary
8488,60.0,Female,Legal,Hybrid,39.0,0.0,20.0,39.0,Manager,195.0,5.0,9.0,47500.0
8489,28.0,Female,Finance,Office,3.0,0.0,15.0,5.0,Mid,181.0,1.0,6.0,16900.0
8490,37.0,Male,Legal,Hybrid,1.0,6.0,17.0,11.0,Mid,161.0,3.0,8.0,19400.0
8491,43.0,Male,Legal,Office,0.0,0.0,19.0,11.0,Senior,193.0,2.0,8.0,31300.0
8492,26.0,Female,Finance,Office,1.0,0.0,19.0,1.0,Junior,182.0,2.0,7.0,11400.0
8493,36.0,Female,,Hybrid,5.0,4.0,18.0,,Senior,181.0,4.0,8.0,22300.0
8494,33.0,Female,R&D,Remote,7.0,2.0,16.0,7.0,Mid,145.0,5.0,8.0,20100.0
8495,37.0,Male,Marketing,Office,,3.0,15.0,6.0,Mid,186.0,2.0,6.0,14300.0
8496,27.0,Male,Support,Remote,0.0,3.0,12.0,0.0,Junior,153.0,4.0,8.0,7200.0
8497,31.0,Female,HR,Office,10.0,7.0,16.0,10.0,Mid,203.0,1.0,6.0,12900.0
8498,37.0,Female,Marketing,Office,1.0,4.0,16.0,8.0,Mid,154.0,4.0,8.0,15900.0
8499,38.0,Female,R&D,Hybrid,11.0,1.0,19.0,12.0,,157.0,4.0,9.0,
8500,40.0,Male,Legal,Office,6.0,5.0,18.0,8.0,Mid,167.0,3.0,10.0,21100.0
8501,25.0,Male,Support,Office,2.0,6.0,15.0,4.0,Junior,165.0,2.0,6.0,7400.0
8502,27.0,Male,Support,Office,2.0,7.0,15.0,2.0,Junior,155.0,3.0,6.0,7100.0
8503,38.0,Female,Legal,Office,2.0,0.0,18.0,9.0,Mid,187.0,2.0,7.0,19000.0
8504,48.0,Female,R&D,Office,24.0,2.0,17.0,24.0,Senior,186.0,4.0,6.0,30500.0
8505,32.0,Male,Marketing,Hybrid,3.0,0.0,15.0,10.0,Mid,165.0,4.0,8.0,15900.0
8506,26.0,Male,Legal,Hybrid,0.0,6.0,18.0,0.0,Junior,182.0,3.0,8.0,11800.0
8507,53.0,Female,Sales,Remote,18.0,7.0,16.0,18.0,Manager,217.0,3.0,8.0,39200.0
8508,49.0,Male,Marketing,Hybrid,19.0,0.0,13.0,25.0,Senior,169.0,4.0,9.0,24400.0
8509,27.0,Female,Legal,Hybrid,1.0,7.0,18.0,4.0,Junior,161.0,3.0,8.0,12300.0
8510,36.0,Female,Legal,Hybrid,15.0,3.0,18.0,21.0,Senior,185.0,5.0,8.0,30100.0
8511,24.0,Male,HR,,1.0,0.0,14.0,2.0,Junior,173.0,3.0,8.0,8300.0
8512,41.0,Male,HR,Office,3.0,7.0,15.0,18.0,Senior,154.0,5.0,10.0,23000.0
8513,32.0,Female,Marketing,Office,8.0,6.0,15.0,9.0,Mid,186.0,2.0,6.0,13700.0
8514,36.0,Male,Finance,Hybrid,3.0,2.0,17.0,7.0,Mid,172.0,4.0,6.0,18300.0
8515,24.0,Male,HR,Office,0.0,2.0,15.0,0.0,Junior,174.0,2.0,6.0,7400.0
8516,35.0,Female,Sales,Remote,13.0,3.0,17.0,13.0,Senior,165.0,4.0,8.0,27800.0
8517,45.0,Female,Finance,Hybrid,8.0,4.0,16.0,19.0,Senior,186.0,5.0,10.0,34600.0
8518,35.0,Female,Sales,Office,4.0,3.0,15.0,5.0,Mid,186.0,3.0,7.0,15900.0
8519,23.0,,Support,Hybrid,0.0,3.0,13.0,0.0,Junior,196.0,2.0,7.0,7100.0
8520,40.0,Male,HR,Office,23.0,6.0,16.0,24.0,Senior,150.0,5.0,9.0,23200.0
8521,36.0,Male,Legal,Remote,11.0,0.0,18.0,12.0,Senior,150.0,5.0,9.0,31900.0
8522,45.0,Male,Finance,Remote,14.0,1.0,16.0,21.0,Senior,169.0,4.0,8.0,29900.0
8523,36.0,Female,Marketing,Hybrid,9.0,5.0,15.0,9.0,Mid,173.0,2.0,8.0,14900.0
8524,35.0,Male,Finance,Office,4.0,4.0,16.0,6.0,Mid,181.0,2.0,7.0,18800.0
8525,28.0,Female,Legal,Office,0.0,4.0,18.0,2.0,Junior,143.0,4.0,8.0,12600.0
8526,25.0,Male,Support,Hybrid,3.0,6.0,13.0,3.0,Junior,178.0,2.0,6.0,7200.0
8527,29.0,Male,Sales,Remote,0.0,4.0,14.0,6.0,Mid,191.0,4.0,9.0,18700.0
8528,38.0,Female,Support,Office,14.0,0.0,16.0,24.0,Senior,175.0,3.0,9.0,21500.0
8529,24.0,Male,R&D,Office,1.0,7.0,16.0,2.0,Junior,164.0,4.0,8.0,11700.0
8530,63.0,Male,HR,Office,21.0,3.0,15.0,27.0,Manager,197.0,3.0,8.0,32000.0
8531,53.0,Male,,Hybrid,39.0,5.0,15.0,39.0,Manager,180.0,3.0,8.0,34600.0
8532,38.0,Male,Sales,Remote,7.0,6.0,16.0,11.0,Senior,187.0,5.0,9.0,27400.0
8533,64.0,Male,Support,Office,37.0,6.0,14.0,37.0,Manager,200.0,4.0,9.0,30600.0
8534,31.0,Male,Marketing,Office,6.0,0.0,15.0,6.0,Mid,163.0,4.0,6.0,14500.0
8535,40.0,Female,HR,Hybrid,1.0,2.0,16.0,5.0,Mid,170.0,3.0,7.0,13700.0
8536,31.0,Female,Legal,Remote,9.0,1.0,19.0,9.0,Mid,172.0,4.0,8.0,19800.0
8537,48.0,Male,Marketing,Remote,1.0,7.0,13.0,21.0,Senior,173.0,5.0,10.0,24500.0
8538,48.0,Male,HR,Hybrid,27.0,1.0,15.0,27.0,Manager,194.0,4.0,8.0,31400.0
8539,46.0,Female,,Office,22.0,5.0,16.0,24.0,Senior,195.0,2.0,6.0,20400.0
8540,23.0,Male,HR,Office,0.0,0.0,13.0,1.0,Junior,186.0,1.0,8.0,8200.0
8541,39.0,Female,Support,Remote,5.0,3.0,14.0,6.0,Mid,166.0,5.0,8.0,12700.0
8542,39.0,Female,Legal,Remote,2.0,4.0,19.0,12.0,Mid,155.0,5.0,9.0,21100.0
8543,37.0,Male,HR,Hybrid,2.0,5.0,18.0,5.0,Mid,165.0,3.0,8.0,14700.0
8544,36.0,Female,Marketing,Hybrid,8.0,5.0,16.0,10.0,Mid,172.0,2.0,6.0,13900.0
8545,30.0,Female,Legal,Remote,0.0,2.0,17.0,3.0,Junior,158.0,5.0,9.0,12300.0
8546,37.0,Female,R&D,Hybrid,5.0,2.0,17.0,19.0,Senior,190.0,5.0,8.0,33800.0
8547,63.0,Male,Marketing,Office,22.0,6.0,12.0,25.0,Manager,183.0,4.0,9.0,35100.0
8548,30.0,Female,Support,Hybrid,4.0,6.0,13.0,4.0,Junior,176.0,3.0,8.0,7600.0
8549,38.0,Female,HR,Remote,3.0,5.0,16.0,18.0,Senior,135.0,5.0,8.0,21700.0
8550,29.0,Male,Legal,Hybrid,9.0,6.0,17.0,9.0,Mid,174.0,3.0,6.0,16900.0
8551,,Female,R&D,Remote,16.0,7.0,17.0,18.0,Manager,195.0,5.0,8.0,49400.0
8552,36.0,Male,Support,Hybrid,16.0,1.0,14.0,18.0,Senior,187.0,2.0,7.0,19300.0
8553,49.0,Male,Sales,Office,6.0,5.0,14.0,12.0,Senior,177.0,3.0,6.0,23500.0
8554,56.0,Female,Sales,Office,34.0,3.0,15.0,34.0,Manager,201.0,1.0,6.0,34700.0
8555,45.0,Female,Sales,Remote,8.0,4.0,15.0,11.0,Senior,187.0,5.0,10.0,28900.0
8556,32.0,Female,R&D,Hybrid,3.0,6.0,17.0,6.0,Mid,184.0,3.0,7.0,20400.0
8557,28.0,Female,Legal,Office,1.0,1.0,17.0,2.0,Junior,167.0,3.0,7.0,11500.0
8558,60.0,Male,Marketing,Remote,36.0,3.0,16.0,37.0,Manager,161.0,5.0,8.0,35800.0
8559,35.0,Male,R&D,Hybrid,1.0,4.0,17.0,8.0,Mid,157.0,4.0,10.0,22600.0
8560,47.0,Female,Legal,Remote,11.0,0.0,19.0,19.0,Senior,158.0,5.0,8.0,30600.0
8561,36.0,Male,R&D,Hybrid,6.0,3.0,16.0,7.0,Mid,152.0,5.0,9.0,22400.0
8562,40.0,Female,Legal,Office,2.0,5.0,17.0,5.0,Mid,178.0,3.0,8.0,18800.0
8563,33.0,Male,R&D,Hybrid,5.0,5.0,17.0,5.0,Mid,160.0,4.0,7.0,21400.0
8564,23.0,Male,Sales,Remote,4.0,2.0,15.0,4.0,Junior,174.0,4.0,8.0,9600.0
8565,35.0,Male,Finance,Office,2.0,6.0,16.0,24.0,Senior,198.0,2.0,6.0,27600.0
8566,28.0,Male,Legal,Remote,0.0,3.0,18.0,1.0,Junior,164.0,5.0,9.0,12300.0
8567,30.0,Female,Legal,,4.0,3.0,18.0,10.0,Mid,193.0,2.0,7.0,18000.0
8568,28.0,Female,Legal,,0.0,5.0,18.0,3.0,Junior,186.0,3.0,7.0,11000.0
8569,36.0,Female,Marketing,Office,12.0,5.0,16.0,19.0,Senior,157.0,5.0,9.0,24500.0
8570,29.0,Male,Finance,Remote,2.0,7.0,15.0,2.0,Junior,182.0,4.0,9.0,12900.0
8571,28.0,Male,Finance,Hybrid,2.0,3.0,18.0,8.0,Mid,186.0,4.0,8.0,20500.0
8572,39.0,Male,R&D,Hybrid,5.0,4.0,19.0,10.0,Mid,184.0,3.0,8.0,20800.0
8573,37.0,Male,Marketing,Remote,0.0,4.0,14.0,10.0,Mid,166.0,4.0,8.0,15500.0
8574,45.0,Male,Finance,Office,14.0,0.0,16.0,14.0,Senior,179.0,4.0,8.0,30600.0
8575,41.0,Male,HR,Office,13.0,0.0,14.0,16.0,Senior,175.0,3.0,6.0,19100.0
8576,36.0,Male,R&D,Office,7.0,4.0,20.0,11.0,Senior,165.0,4.0,10.0,38500.0
8577,25.0,Male,R&D,Hybrid,0.0,7.0,17.0,0.0,,162.0,2.0,8.0,12900.0
8578,23.0,Male,R&D,Hybrid,1.0,6.0,16.0,1.0,Junior,168.0,3.0,7.0,12300.0
8579,31.0,Female,HR,Remote,5.0,7.0,15.0,5.0,Mid,162.0,4.0,10.0,14500.0
8580,30.0,Male,HR,Hybrid,4.0,4.0,16.0,10.0,Mid,185.0,3.0,6.0,12500.0
8581,30.0,Male,Sales,Office,9.0,7.0,15.0,12.0,Mid,179.0,3.0,8.0,16500.0
8582,32.0,Female,Support,Remote,9.0,1.0,13.0,9.0,Mid,136.0,4.0,10.0,13800.0
8583,40.0,Male,Marketing,Office,5.0,3.0,16.0,10.0,Mid,167.0,2.0,6.0,
8584,23.0,Female,Support,Remote,3.0,3.0,15.0,3.0,Junior,163.0,3.0,8.0,7800.0
8585,29.0,Male,R&D,Office,9.0,2.0,21.0,9.0,Mid,172.0,5.0,9.0,23100.0
8586,37.0,Female,Finance,Office,3.0,4.0,16.0,9.0,Mid,181.0,1.0,6.0,18200.0
8587,44.0,Male,R&D,Hybrid,5.0,4.0,19.0,10.0,Senior,181.0,4.0,9.0,36700.0
8588,31.0,Female,Finance,Office,5.0,7.0,19.0,9.0,Mid,188.0,3.0,9.0,22100.0
8589,39.0,Male,Sales,Office,8.0,7.0,12.0,,Mid,192.0,2.0,6.0,14900.0
8590,35.0,Female,Legal,Hybrid,24.0,0.0,18.0,24.0,Senior,147.0,5.0,9.0,31700.0
8591,30.0,Male,Support,Office,0.0,5.0,13.0,0.0,Junior,167.0,1.0,6.0,7100.0
8592,39.0,Male,Legal,Office,20.0,0.0,18.0,21.0,Senior,168.0,,6.0,27200.0
8593,30.0,Female,Legal,Office,6.0,5.0,20.0,8.0,Mid,190.0,2.0,7.0,18700.0
8594,28.0,Male,R&D,Hybrid,0.0,3.0,21.0,10.0,Mid,168.0,3.0,8.0,22400.0
8595,32.0,Female,Support,Office,6.0,3.0,15.0,10.0,Mid,162.0,3.0,6.0,12100.0
8596,39.0,Male,Sales,Office,1.0,5.0,14.0,11.0,Senior,176.0,4.0,,27300.0
8597,27.0,Male,Support,,1.0,4.0,15.0,3.0,Junior,181.0,1.0,6.0,7100.0
8598,61.0,Female,Finance,Hybrid,33.0,,17.0,33.0,Manager,203.0,2.0,6.0,41000.0
8599,28.0,Male,Marketing,Hybrid,1.0,4.0,15.0,7.0,Mid,159.0,4.0,7.0,14700.0
8600,35.0,Male,Legal,Office,18.0,7.0,19.0,18.0,Senior,181.0,4.0,8.0,30700.0
8601,49.0,Female,Sales,,8.0,6.0,17.0,24.0,Senior,189.0,3.0,7.0,26800.0
8602,41.0,Female,Support,Hybrid,7.0,2.0,16.0,21.0,Senior,,,8.0,20500.0
8603,,Female,R&D,Remote,1.0,2.0,16.0,6.0,Mid,144.0,5.0,7.0,20700.0
8604,33.0,Male,HR,Hybrid,8.0,1.0,14.0,10.0,Mid,176.0,2.0,6.0,11900.0
8605,22.0,Male,HR,Office,0.0,0.0,17.0,2.0,Junior,179.0,2.0,8.0,8600.0
8606,31.0,,Sales,Office,3.0,6.0,15.0,12.0,Mid,173.0,4.0,6.0,15500.0
8607,22.0,Male,HR,Remote,0.0,1.0,13.0,0.0,Junior,164.0,2.0,6.0,7100.0
8608,28.0,Female,Marketing,Hybrid,0.0,2.0,15.0,1.0,Junior,168.0,2.0,6.0,8500.0
8609,40.0,Male,Sales,Office,3.0,3.0,15.0,9.0,Mid,174.0,2.0,6.0,14900.0
8610,34.0,Male,R&D,Office,6.0,6.0,17.0,10.0,Mid,164.0,4.0,9.0,21000.0
8611,32.0,Male,R&D,Remote,3.0,0.0,18.0,9.0,Mid,159.0,5.0,10.0,23900.0
8612,31.0,Female,Sales,Office,2.0,0.0,15.0,5.0,Mid,169.0,3.0,8.0,17400.0
8613,36.0,Female,HR,Hybrid,8.0,1.0,15.0,21.0,Senior,176.0,4.0,7.0,19700.0
8614,28.0,Female,HR,Hybrid,0.0,0.0,18.0,0.0,Junior,161.0,2.0,7.0,8500.0
8615,34.0,Male,R&D,Office,6.0,2.0,19.0,12.0,Mid,161.0,4.0,8.0,22900.0
8616,36.0,Female,Marketing,,2.0,7.0,17.0,15.0,Senior,176.0,4.0,7.0,22600.0
8617,39.0,Female,Finance,Office,,3.0,16.0,15.0,Senior,179.0,4.0,8.0,30700.0
8618,29.0,Male,HR,Remote,0.0,1.0,16.0,0.0,Junior,157.0,3.0,8.0,8000.0
8619,35.0,Male,Marketing,Hybrid,0.0,3.0,15.0,11.0,Mid,168.0,2.0,7.0,15500.0
8620,38.0,Male,Legal,Remote,19.0,5.0,17.0,19.0,Senior,150.0,5.0,7.0,28600.0
8621,47.0,Male,HR,Hybrid,22.0,1.0,17.0,22.0,Senior,163.0,3.0,7.0,20400.0
8622,37.0,Female,Finance,Remote,5.0,5.0,16.0,5.0,Mid,174.0,4.0,7.0,19200.0
8623,24.0,Male,Sales,Remote,2.0,4.0,15.0,4.0,Junior,174.0,3.0,7.0,9600.0
8624,38.0,Male,Support,Hybrid,0.0,6.0,15.0,6.0,Mid,176.0,3.0,7.0,12300.0
8625,39.0,Female,R&D,Office,8.0,0.0,17.0,15.0,Senior,176.0,4.0,9.0,34600.0
8626,24.0,Female,Sales,Hybrid,1.0,7.0,15.0,1.0,Junior,199.0,1.0,6.0,9600.0
8627,52.0,Female,HR,Hybrid,15.0,4.0,12.0,15.0,Manager,176.0,4.0,7.0,28700.0
8628,38.0,Male,Finance,Hybrid,0.0,5.0,16.0,11.0,Mid,195.0,2.0,7.0,19100.0
8629,36.0,Male,R&D,Remote,9.0,0.0,17.0,12.0,Mid,155.0,5.0,9.0,22200.0
8630,37.0,Male,Support,,5.0,4.0,13.0,8.0,Mid,177.0,3.0,7.0,11600.0
8631,40.0,Male,Support,Office,1.0,3.0,12.0,12.0,Mid,174.0,3.0,7.0,12100.0
8632,39.0,Male,Finance,Hybrid,11.0,2.0,15.0,11.0,Mid,178.0,3.0,6.0,18100.0
8633,28.0,Female,Finance,Office,0.0,1.0,15.0,3.0,Junior,203.0,1.0,8.0,10900.0
8634,35.0,Male,HR,,22.0,0.0,17.0,22.0,Senior,179.0,4.0,6.0,20200.0
8635,49.0,Male,R&D,Remote,14.0,7.0,17.0,15.0,Manager,190.0,4.0,9.0,51600.0
8636,48.0,Male,Legal,Hybrid,17.0,7.0,18.0,17.0,Senior,196.0,3.0,8.0,30300.0
8637,39.0,Female,,Remote,18.0,1.0,18.0,20.0,Senior,148.0,5.0,10.0,33500.0
8638,30.0,Female,HR,Hybrid,4.0,7.0,15.0,4.0,Junior,170.0,2.0,9.0,7800.0
8639,26.0,Female,Support,Hybrid,0.0,2.0,15.0,3.0,Junior,176.0,3.0,7.0,8000.0
8640,39.0,Male,Sales,Hybrid,14.0,,16.0,14.0,Senior,172.0,4.0,7.0,26900.0
8641,44.0,Male,Sales,Office,23.0,4.0,14.0,23.0,Senior,177.0,4.0,7.0,25100.0
8642,36.0,Male,Marketing,Hybrid,24.0,6.0,15.0,24.0,Senior,181.0,4.0,8.0,24300.0
8643,36.0,Male,Support,Office,6.0,6.0,14.0,9.0,Mid,164.0,2.0,6.0,11300.0
8644,50.0,Female,Legal,Remote,9.0,3.0,18.0,15.0,Senior,170.0,5.0,8.0,30800.0
8645,38.0,Female,Legal,Office,3.0,5.0,17.0,10.0,Mid,162.0,3.0,6.0,17300.0
8646,44.0,Female,Support,Office,8.0,1.0,13.0,24.0,Senior,194.0,2.0,7.0,18700.0
8647,43.0,Female,HR,Hybrid,10.0,5.0,15.0,12.0,Senior,141.0,4.0,7.0,20400.0
8648,25.0,Female,Marketing,Hybrid,0.0,4.0,16.0,0.0,Junior,182.0,2.0,8.0,9100.0
8649,39.0,Male,Finance,Office,1.0,7.0,17.0,12.0,Mid,188.0,2.0,6.0,18800.0
8650,,Female,Marketing,Office,2.0,5.0,15.0,2.0,Junior,151.0,4.0,7.0,9400.0
8651,29.0,Male,R&D,Remote,5.0,0.0,17.0,12.0,Mid,,5.0,9.0,22000.0
8652,24.0,Female,HR,Hybrid,0.0,6.0,15.0,2.0,Junior,146.0,3.0,,7700.0
8653,29.0,Male,Finance,Office,0.0,1.0,16.0,0.0,Junior,189.0,3.0,7.0,11700.0
8654,24.0,Male,Finance,,4.0,6.0,16.0,4.0,Junior,177.0,3.0,6.0,10400.0
8655,32.0,Female,Legal,Office,7.0,1.0,18.0,12.0,Mid,146.0,5.0,9.0,19900.0
8656,,Male,Sales,Office,17.0,7.0,17.0,20.0,Senior,186.0,,6.0,24500.0
8657,61.0,Male,R&D,Remote,34.0,6.0,20.0,34.0,Manager,186.0,5.0,,54200.0
8658,48.0,Male,Marketing,Office,21.0,7.0,13.0,21.0,Manager,220.0,1.0,6.0,31100.0
8659,24.0,,Sales,Office,3.0,0.0,12.0,3.0,Junior,194.0,1.0,6.0,9200.0
8660,33.0,Female,Support,Remote,8.0,2.0,14.0,12.0,Mid,131.0,5.0,9.0,13100.0
8661,35.0,Female,HR,Hybrid,11.0,4.0,15.0,12.0,Mid,163.0,4.0,7.0,13200.0
8662,45.0,Male,Marketing,Office,33.0,5.0,15.0,33.0,Manager,208.0,1.0,6.0,32100.0
8663,59.0,Male,Support,Hybrid,21.0,5.0,13.0,21.0,Manager,175.0,4.0,7.0,27700.0
8664,55.0,Female,Finance,Remote,15.0,1.0,18.0,19.0,Manager,190.0,5.0,10.0,49800.0
8665,28.0,Male,Legal,Office,0.0,4.0,18.0,0.0,Junior,170.0,3.0,8.0,10700.0
8666,30.0,Male,Marketing,Hybrid,0.0,5.0,15.0,0.0,Junior,163.0,2.0,6.0,8100.0
8667,32.0,Male,Sales,Hybrid,9.0,3.0,15.0,12.0,Mid,204.0,1.0,6.0,15100.0
8668,24.0,Female,R&D,Hybrid,2.0,4.0,19.0,2.0,Junior,172.0,3.0,6.0,12300.0
8669,45.0,Male,Sales,Hybrid,17.0,4.0,14.0,18.0,Senior,185.0,5.0,9.0,27600.0
8670,44.0,Male,,Hybrid,22.0,6.0,12.0,22.0,Senior,158.0,5.0,9.0,21500.0
8671,26.0,Male,Legal,Office,0.0,5.0,18.0,1.0,Junior,156.0,4.0,9.0,12400.0
8672,44.0,Male,HR,Remote,1.0,6.0,18.0,21.0,Senior,161.0,4.0,8.0,22700.0
8673,33.0,Female,Marketing,Office,6.0,0.0,16.0,8.0,Mid,169.0,2.0,6.0,13800.0
8674,35.0,Male,Sales,Hybrid,21.0,6.0,15.0,24.0,Senior,170.0,4.0,7.0,25100.0
8675,28.0,Male,R&D,Hybrid,1.0,7.0,16.0,1.0,Junior,172.0,2.0,7.0,12600.0
8676,29.0,Male,Finance,Hybrid,7.0,5.0,16.0,12.0,Mid,185.0,3.0,8.0,19800.0
8677,40.0,Male,HR,Hybrid,17.0,4.0,17.0,17.0,Senior,166.0,5.0,9.0,22500.0
8678,34.0,,R&D,Hybrid,4.0,6.0,18.0,7.0,Mid,184.0,3.0,10.0,24400.0
8679,26.0,Female,Support,Office,1.0,5.0,14.0,2.0,Junior,169.0,2.0,6.0,7000.0
8680,48.0,Male,Marketing,Hybrid,4.0,7.0,16.0,14.0,Senior,167.0,4.0,6.0,21700.0
8681,36.0,Male,R&D,Remote,6.0,5.0,21.0,13.0,Senior,173.0,5.0,9.0,37200.0
8682,29.0,Male,Marketing,Remote,2.0,2.0,15.0,3.0,Junior,158.0,5.0,9.0,9600.0
8683,27.0,Female,Support,Hybrid,1.0,7.0,14.0,1.0,Junior,165.0,3.0,6.0,6800.0
8684,24.0,,R&D,Office,0.0,4.0,17.0,1.0,Junior,155.0,3.0,8.0,13100.0
8685,38.0,Male,Legal,Office,9.0,3.0,18.0,12.0,Mid,170.0,4.0,8.0,19500.0
8686,26.0,Female,R&D,Office,1.0,5.0,17.0,4.0,Junior,181.0,,6.0,12500.0
8687,49.0,Female,Finance,Hybrid,27.0,4.0,15.0,27.0,Manager,204.0,2.0,8.0,43400.0
8688,25.0,Female,Support,Office,0.0,5.0,14.0,3.0,Junior,154.0,3.0,8.0,7700.0
8689,35.0,Male,Legal,Remote,19.0,0.0,17.0,19.0,Senior,172.0,5.0,9.0,31000.0
8690,39.0,Male,Legal,Remote,8.0,3.0,20.0,10.0,Mid,172.0,4.0,7.0,18700.0
8691,28.0,Male,Sales,Office,2.0,0.0,12.0,12.0,Mid,,2.0,6.0,15600.0
8692,34.0,Female,R&D,Hybrid,3.0,5.0,21.0,7.0,Mid,171.0,4.0,8.0,23400.0
8693,39.0,Female,Finance,Hybrid,5.0,2.0,19.0,16.0,Senior,190.0,5.0,10.0,35800.0
8694,36.0,Female,R&D,Office,21.0,6.0,17.0,25.0,Senior,151.0,5.0,10.0,37100.0
8695,24.0,Male,Finance,Hybrid,0.0,2.0,16.0,0.0,Junior,178.0,4.0,7.0,11400.0
8696,29.0,Male,Legal,Hybrid,5.0,0.0,17.0,8.0,Mid,178.0,3.0,7.0,17500.0
8697,29.0,Male,HR,Office,10.0,6.0,14.0,10.0,Mid,174.0,,8.0,14200.0
8698,38.0,Female,Legal,Hybrid,4.0,2.0,17.0,12.0,Mid,180.0,2.0,6.0,16800.0
8699,30.0,Male,Sales,Remote,1.0,5.0,15.0,3.0,Junior,193.0,2.0,7.0,10000.0
8700,29.0,Male,R&D,Office,9.0,7.0,18.0,11.0,Mid,155.0,5.0,9.0,22500.0
8701,25.0,Female,Support,Hybrid,3.0,0.0,13.0,4.0,Junior,175.0,2.0,7.0,7100.0
8702,25.0,Male,Marketing,,0.0,6.0,16.0,0.0,Junior,166.0,1.0,6.0,8100.0
8703,39.0,Male,Support,Remote,4.0,1.0,14.0,8.0,Mid,154.0,5.0,7.0,12200.0
8704,29.0,Male,Sales,Remote,3.0,,12.0,10.0,Mid,204.0,2.0,7.0,14600.0
8705,28.0,Female,HR,Office,3.0,1.0,13.0,3.0,Junior,151.0,4.0,9.0,7600.0
8706,31.0,Female,HR,Remote,0.0,7.0,15.0,10.0,Mid,157.0,5.0,7.0,12800.0
8707,36.0,Female,HR,Office,3.0,2.0,14.0,10.0,Mid,167.0,3.0,7.0,13000.0
8708,25.0,Male,Finance,Office,0.0,0.0,16.0,0.0,Junior,185.0,2.0,7.0,10800.0
8709,43.0,Female,Support,Hybrid,18.0,0.0,13.0,18.0,Senior,146.0,5.0,7.0,18000.0
8710,27.0,Female,Marketing,Office,3.0,6.0,16.0,,Junior,158.0,5.0,8.0,10100.0
8711,32.0,Female,Legal,Hybrid,0.0,5.0,17.0,5.0,Mid,170.0,2.0,6.0,18400.0
8712,33.0,Female,Legal,Hybrid,2.0,7.0,19.0,5.0,Mid,153.0,5.0,9.0,20900.0
8713,36.0,Male,Marketing,Office,23.0,,15.0,24.0,Senior,181.0,3.0,6.0,21700.0
8714,34.0,Male,Legal,Office,0.0,0.0,19.0,12.0,Mid,176.0,,6.0,18100.0
8715,35.0,Male,Finance,Hybrid,5.0,7.0,15.0,7.0,Mid,165.0,5.0,9.0,20600.0
8716,59.0,Female,R&D,Office,17.0,4.0,17.0,33.0,Manager,192.0,3.0,8.0,49500.0
8717,25.0,Female,Finance,Office,1.0,3.0,15.0,1.0,Junior,189.0,3.0,8.0,12100.0
8718,22.0,Female,Marketing,Office,0.0,6.0,15.0,1.0,Junior,153.0,5.0,8.0,9500.0
8719,39.0,Male,Marketing,Remote,13.0,7.0,17.0,16.0,Senior,141.0,5.0,8.0,24500.0
8720,35.0,Male,R&D,Remote,8.0,7.0,16.0,12.0,Senior,148.0,5.0,9.0,34900.0
8721,46.0,Male,Support,Office,34.0,1.0,12.0,34.0,Manager,227.0,1.0,7.0,27100.0
8722,59.0,Female,Support,Office,11.0,7.0,12.0,34.0,Manager,208.0,1.0,6.0,25700.0
8723,38.0,Male,Sales,Hybrid,5.0,2.0,13.0,7.0,Mid,177.0,3.0,9.0,17600.0
8724,29.0,Female,Support,Remote,6.0,0.0,12.0,11.0,Mid,144.0,5.0,9.0,12500.0
8725,61.0,Male,HR,Office,24.0,1.0,16.0,24.0,Manager,185.0,2.0,8.0,31800.0
8726,45.0,Male,HR,Remote,12.0,3.0,13.0,23.0,Senior,178.0,5.0,8.0,20500.0
8727,31.0,Female,Sales,Hybrid,1.0,1.0,14.0,12.0,Mid,209.0,1.0,7.0,15900.0
8728,25.0,Male,Marketing,Remote,0.0,2.0,15.0,3.0,Junior,150.0,4.0,8.0,9000.0
8729,29.0,Male,Sales,Office,5.0,6.0,15.0,10.0,Mid,188.0,2.0,9.0,17500.0
8730,30.0,Male,R&D,Remote,2.0,0.0,16.0,6.0,Mid,156.0,5.0,8.0,21800.0
8731,40.0,Male,Sales,Hybrid,0.0,6.0,18.0,26.0,Manager,225.0,1.0,8.0,40500.0
8732,44.0,Female,Sales,Remote,1.0,6.0,15.0,17.0,Senior,161.0,,10.0,28400.0
8733,61.0,Female,Finance,Hybrid,23.0,7.0,16.0,37.0,Manager,221.0,2.0,6.0,40500.0
8734,24.0,Male,HR,Hybrid,3.0,2.0,17.0,3.0,Junior,153.0,3.0,7.0,8400.0
8735,44.0,Female,R&D,Remote,6.0,6.0,20.0,17.0,Senior,171.0,5.0,7.0,34900.0
8736,28.0,Male,Finance,Hybrid,5.0,6.0,15.0,7.0,Mid,174.0,,10.0,21600.0
8737,29.0,Female,R&D,Hybrid,1.0,,16.0,3.0,Junior,166.0,2.0,6.0,11400.0
8738,28.0,Female,Sales,Hybrid,0.0,7.0,16.0,5.0,Mid,177.0,2.0,6.0,15500.0
8739,38.0,Female,Finance,Hybrid,10.0,3.0,16.0,,Mid,208.0,2.0,7.0,18900.0
8740,40.0,Male,Finance,Remote,1.0,5.0,15.0,14.0,Senior,186.0,4.0,7.0,29200.0
8741,28.0,Male,R&D,Office,0.0,2.0,16.0,0.0,Junior,165.0,3.0,6.0,11800.0
